frame;person_id;nose_x;nose_y;nose_conf;left_eye_x;left_eye_y;left_eye_conf;right_eye_x;right_eye_y;right_eye_conf;left_ear_x;left_ear_y;left_ear_conf;right_ear_x;right_ear_y;right_ear_conf;left_shoulder_x;left_shoulder_y;left_shoulder_conf;right_shoulder_x;right_shoulder_y;right_shoulder_conf;left_elbow_x;left_elbow_y;left_elbow_conf;right_elbow_x;right_elbow_y;right_elbow_conf;left_wrist_x;left_wrist_y;left_wrist_conf;right_wrist_x;right_wrist_y;right_wrist_conf;left_hip_x;left_hip_y;left_hip_conf;right_hip_x;right_hip_y;right_hip_conf;left_knee_x;left_knee_y;left_knee_conf;right_knee_x;right_knee_y;right_knee_conf;left_ankle_x;left_ankle_y;left_ankle_conf;right_ankle_x;right_ankle_y;right_ankle_conf;left_elbow_angle_2d_proj;right_elbow_angle_2d_proj;left_knee_angle_2d_proj;right_knee_angle_2d_proj;left_hip_angle_2d_proj;right_hip_angle_2d_proj;left_shoulder_angle_2d_proj;right_shoulder_angle_2d_proj;left_apparent_shoulder_rotation_2d_deg;right_apparent_shoulder_rotation_2d_deg;body_height_px;left_wrist_apparent_velocity_px_s;right_wrist_apparent_velocity_px_s;detected_event
87;0;1176.96;630.59;0.96;1178.7;628.63;0.98;1174.78;628.63;1.05;1181.96;630.59;0.52;1172.17;630.37;0.55;1187.18;642.56;0.85;1164.78;644.08;0.87;1197.4;640.38;0.86;1161.3;661.7;0.86;1191.31;625.15;0.9;1161.95;674.96;0.83;1185.22;680.18;0.78;1171.09;681.49;0.79;1186.31;704.54;0.85;1172.61;708.24;0.85;1188.05;732.17;0.85;1179.13;733.91;0.83;80.21;166.01;178.95;168.99;174.47;173.69;104.99;20.74;75.01;159.26;102.45;75.61;29.29;
88;0;1177.51;630.15;0.99;1179.54;628.12;1.02;1175.71;627.89;1.07;1182.92;630.15;0.56;1173.23;629.47;0.61;1187.42;642.08;0.85;1165.8;643.21;0.89;1198.46;641.86;0.87;1162.42;661.23;0.88;1193.5;628.34;0.88;1163.32;674.96;0.85;1186.07;679.24;0.78;1172.56;680.82;0.79;1187.42;704.24;0.84;1174.36;707.85;0.87;1188.77;732.62;0.85;1180.21;734.65;0.85;71.03;165.63;179.63;171.49;174.82;173.63;93.25;20.8;86.75;159.2;103.49;116.04;41.18;
89;0;1178.19;630.03;0.95;1180.35;628.11;0.99;1176.27;627.87;1.03;1183.23;630.27;0.59;1173.39;629.31;0.63;1188.27;641.79;0.84;1166.19;643.23;0.88;1198.83;643.47;0.88;1162.83;660.98;0.88;1195.23;630.75;0.84;1164.03;675.14;0.85;1186.83;678.98;0.77;1173.15;680.66;0.77;1187.79;704.42;0.83;1174.83;707.3;0.85;1189.23;731.53;0.84;1180.59;733.69;0.85;65.16;164.44;179.12;171.3;175.62;173.08;83.18;21.24;96.82;158.76;102.58;88.76;21.91;
90;0;1179.09;630.02;0.92;1181.13;627.98;0.96;1177.31;627.72;0.98;1183.93;629.76;0.55;1174.25;629.51;0.62;1189.29;641.49;0.86;1167.11;643.01;0.87;1200.25;644.29;0.88;1163.8;661.37;0.89;1197.95;635.11;0.81;1165.07;675.38;0.86;1187.76;678.7;0.79;1174.5;680.48;0.79;1189.03;703.42;0.84;1176.03;707.24;0.86;1190.05;728.4;0.85;1181.38;733.75;0.86;61.61;164.57;179.39;171.85;174.7;172.11;78.0;21.39;102.0;158.61;101.06;154.39;32.07;
91;0;1179.39;629.47;0.99;1181.45;627.63;1.01;1177.78;627.4;1.04;1184.44;629.47;0.57;1175.25;629.47;0.49;1189.94;640.48;0.87;1168.37;641.86;0.91;1198.9;646.22;0.84;1164.7;661.37;0.9;1200.04;641.17;0.72;1165.84;676.06;0.87;1188.8;679.28;0.86;1175.03;680.65;0.87;1189.94;703.61;0.86;1177.55;707.97;0.9;1191.09;730.46;0.84;1182.6;735.74;0.87;70.14;164.87;179.75;174.98;175.6;175.54;59.03;20.4;120.97;159.6;103.63;192.32;30.81;
92;0;1180.62;629.73;0.97;1182.93;627.68;0.99;1179.08;627.42;1.01;1186.25;629.73;0.68;1176.27;629.47;0.6;1192.66;641.76;0.86;1168.84;643.3;0.89;1200.85;651.24;0.76;1165.51;662.0;0.89;1201.37;652.01;0.74;1166.28;677.11;0.86;1190.35;678.9;0.8;1176.52;680.69;0.79;1191.12;702.72;0.85;1178.83;707.07;0.85;1192.15;727.82;0.82;1183.44;734.22;0.85;172.83;166.99;179.51;175.36;174.6;173.38;44.41;21.71;135.59;158.29;101.29;327.46;33.95;
93;0;1180.81;629.43;0.95;1182.83;627.41;0.96;1179.3;627.16;0.98;1185.86;629.43;0.71;1176.02;629.43;0.6;1192.92;641.53;0.87;1168.96;643.05;0.88;1201.49;651.62;0.8;1165.94;661.96;0.87;1202.75;656.41;0.75;1166.19;676.58;0.86;1190.65;678.35;0.82;1176.53;680.11;0.8;1191.4;702.56;0.85;1179.3;706.84;0.86;1192.67;727.77;0.81;1183.84;734.33;0.85;154.38;169.92;178.93;176.55;174.68;174.39;43.89;20.62;136.11;159.38;101.62;138.46;15.95;
94;0;1181.58;629.38;0.98;1183.59;627.62;0.98;1180.07;627.62;1.01;1186.36;629.38;0.65;1176.8;629.88;0.54;1193.9;641.95;0.89;1170.01;643.46;0.9;1202.45;655.53;0.85;1167.0;662.06;0.88;1204.21;663.32;0.82;1166.24;675.89;0.9;1191.63;678.41;0.87;1177.56;680.17;0.86;1192.39;702.54;0.89;1180.32;707.32;0.9;1193.9;728.44;0.84;1185.1;734.47;0.87;160.53;173.91;178.46;175.84;174.66;174.2;35.75;20.82;144.25;159.18;102.08;211.84;20.81;
95;0;1181.81;629.48;0.99;1183.89;627.86;1.0;1180.42;627.63;1.04;1186.67;629.71;0.67;1177.41;629.95;0.58;1194.31;642.22;0.88;1170.46;643.38;0.9;1202.42;658.43;0.85;1167.45;662.14;0.89;1204.97;669.78;0.86;1166.75;676.03;0.91;1191.77;679.27;0.83;1177.87;680.43;0.84;1193.15;702.66;0.86;1180.88;707.53;0.89;1194.54;729.76;0.84;1185.98;734.16;0.86;166.09;173.74;179.54;175.51;172.67;175.03;30.5;20.43;149.5;159.57;102.48;195.06;15.94;
96;0;1182.97;629.63;1.01;1184.92;627.93;1.05;1181.27;627.93;1.07;1187.84;629.63;0.73;1179.08;629.63;0.61;1195.38;643.01;0.87;1171.3;643.74;0.91;1202.18;661.0;0.87;1168.38;662.22;0.89;1204.37;676.08;0.86;1166.93;676.81;0.87;1191.97;679.97;0.83;1178.6;681.18;0.84;1193.67;703.55;0.86;1181.76;707.44;0.87;1195.38;730.06;0.86;1186.86;733.71;0.85;167.53;176.74;179.55;175.86;170.61;175.84;25.99;20.0;154.01;160.0;102.25;189.81;23.84;
97;0;1183.83;629.64;1.02;1185.71;627.75;1.06;1182.21;627.75;1.07;1188.68;629.64;0.73;1179.79;629.64;0.62;1196.76;643.92;0.89;1172.24;643.92;0.93;1201.88;662.79;0.91;1168.74;663.06;0.93;1204.04;678.42;0.85;1166.58;678.42;0.89;1193.26;680.57;0.86;1179.25;681.65;0.87;1194.88;704.02;0.89;1182.75;708.06;0.89;1195.96;730.43;0.89;1187.6;733.94;0.93;172.67;177.61;178.39;176.94;170.59;177.04;20.65;20.9;159.35;159.1;102.55;70.95;49.46;
98;0;1184.71;629.68;0.98;1186.79;628.13;1.04;1182.89;627.87;1.06;1189.64;629.94;0.74;1180.3;629.94;0.64;1197.17;644.22;0.89;1173.03;643.96;0.91;1201.32;662.65;0.88;1169.14;662.91;0.91;1202.62;677.44;0.79;1167.06;677.96;0.86;1193.8;680.3;0.84;1180.3;681.86;0.87;1195.61;704.18;0.85;1183.67;708.59;0.88;1196.65;731.96;0.88;1188.61;733.51;0.88;172.31;176.24;177.79;176.0;170.31;176.34;18.04;22.47;161.96;157.53;103.05;51.6;19.85;
99;0;1185.8;629.73;0.95;1187.82;628.22;0.99;1184.03;628.22;1.0;1190.85;629.99;0.74;1181.5;630.24;0.64;1198.18;644.4;0.87;1174.17;644.14;0.87;1201.47;660.83;0.83;1169.87;661.59;0.9;1200.46;671.95;0.73;1167.34;676.76;0.86;1194.64;680.04;0.82;1181.5;681.81;0.83;1196.16;704.56;0.82;1184.78;708.1;0.87;1196.92;733.13;0.86;1189.08;733.89;0.86;163.5;175.62;177.98;177.66;170.79;176.11;16.98;24.85;163.02;155.15;103.78;177.09;37.2;
